dataset_id,sample_fraction,chain,condition,model,repeat,fold
D011,1.0,PRIMARY,C6,random_forest,1,2
D011,1.0,PRIMARY,C2,random_forest,0,NON_NESTED
D011,1.0,PRIMARY,C2,random_forest,1,NON_NESTED
D011,1.0,PRIMARY,C1,random_forest,0,FIXED_80_20
D011,1.0,PRIMARY,C0,gradient_boosted_trees,0,0
D011,1.0,PRIMARY,C0,gradient_boosted_trees,0,1
D011,1.0,PRIMARY,C0,gradient_boosted_trees,0,2
D011,1.0,PRIMARY,C0,gradient_boosted_trees,1,0
D011,1.0,PRIMARY,C0,gradient_boosted_trees,1,1
D011,1.0,PRIMARY,C0,gradient_boosted_trees,1,2
D011,1.0,PRIMARY,C3,gradient_boosted_trees,0,0
D011,1.0,PRIMARY,C3,gradient_boosted_trees,0,1
D011,1.0,PRIMARY,C3,gradient_boosted_trees,0,2
D011,1.0,PRIMARY,C3,gradient_boosted_trees,1,0
D011,1.0,PRIMARY,C3,gradient_boosted_trees,1,1
D011,1.0,PRIMARY,C3,gradient_boosted_trees,1,2
D011,1.0,PRIMARY,C4,gradient_boosted_trees,0,0
D011,1.0,PRIMARY,C4,gradient_boosted_trees,0,1
D011,1.0,PRIMARY,C4,gradient_boosted_trees,0,2
D011,1.0,PRIMARY,C4,gradient_boosted_trees,1,0
D011,1.0,PRIMARY,C4,gradient_boosted_trees,1,1
D011,1.0,PRIMARY,C4,gradient_boosted_trees,1,2
D011,1.0,PRIMARY,C5,gradient_boosted_trees,0,0
D011,1.0,PRIMARY,C5,gradient_boosted_trees,0,1
D011,1.0,PRIMARY,C5,gradient_boosted_trees,0,2
D011,1.0,PRIMARY,C5,gradient_boosted_trees,1,0
D011,1.0,PRIMARY,C5,gradient_boosted_trees,1,1
D011,1.0,PRIMARY,C5,gradient_boosted_trees,1,2
D011,1.0,PRIMARY,C6,gradient_boosted_trees,0,0
D011,1.0,PRIMARY,C6,gradient_boosted_trees,0,1
D011,1.0,PRIMARY,C6,gradient_boosted_trees,0,2
D011,1.0,PRIMARY,C6,gradient_boosted_trees,1,0
D011,1.0,PRIMARY,C6,gradient_boosted_trees,1,1
D011,1.0,PRIMARY,C6,gradient_boosted_trees,1,2
D011,1.0,PRIMARY,C2,gradient_boosted_trees,0,NON_NESTED
D011,1.0,PRIMARY,C2,gradient_boosted_trees,1,NON_NESTED
D011,1.0,PRIMARY,C1,gradient_boosted_trees,0,FIXED_80_20
D013,1.0,PRIMARY,C0,logistic_regression,0,0
D013,1.0,PRIMARY,C0,logistic_regression,0,1
D013,1.0,PRIMARY,C0,logistic_regression,0,2
D013,1.0,PRIMARY,C0,logistic_regression,1,0
D013,1.0,PRIMARY,C0,logistic_regression,1,1
D013,1.0,PRIMARY,C0,logistic_regression,1,2
D013,1.0,PRIMARY,C3,logistic_regression,0,0
D013,1.0,PRIMARY,C3,logistic_regression,0,1
D013,1.0,PRIMARY,C3,logistic_regression,0,2
D013,1.0,PRIMARY,C3,logistic_regression,1,0
D013,1.0,PRIMARY,C3,logistic_regression,1,1
D013,1.0,PRIMARY,C3,logistic_regression,1,2
D013,1.0,PRIMARY,C4,logistic_regression,0,0
D013,1.0,PRIMARY,C4,logistic_regression,0,1
D013,1.0,PRIMARY,C4,logistic_regression,0,2
D013,1.0,PRIMARY,C4,logistic_regression,1,0
D013,1.0,PRIMARY,C4,logistic_regression,1,1
D013,1.0,PRIMARY,C4,logistic_regression,1,2
D013,1.0,PRIMARY,C5,logistic_regression,0,0
D013,1.0,PRIMARY,C5,logistic_regression,0,1
D013,1.0,PRIMARY,C5,logistic_regression,0,2
D013,1.0,PRIMARY,C5,logistic_regression,1,0
D013,1.0,PRIMARY,C5,logistic_regression,1,1
D013,1.0,PRIMARY,C5,logistic_regression,1,2
D013,1.0,PRIMARY,C6,logistic_regression,0,0
D013,1.0,PRIMARY,C6,logistic_regression,0,1
D013,1.0,PRIMARY,C6,logistic_regression,0,2
D013,1.0,PRIMARY,C6,logistic_regression,1,0
D013,1.0,PRIMARY,C6,logistic_regression,1,1
D013,1.0,PRIMARY,C6,logistic_regression,1,2
D013,1.0,PRIMARY,C2,logistic_regression,0,NON_NESTED
D013,1.0,PRIMARY,C2,logistic_regression,1,NON_NESTED
D013,1.0,PRIMARY,C1,logistic_regression,0,FIXED_80_20
D013,1.0,PRIMARY,C0,random_forest,0,0
D013,1.0,PRIMARY,C0,random_forest,0,1
D013,1.0,PRIMARY,C0,random_forest,0,2
D013,1.0,PRIMARY,C0,random_forest,1,0
D013,1.0,PRIMARY,C0,random_forest,1,1
D013,1.0,PRIMARY,C0,random_forest,1,2
D013,1.0,PRIMARY,C3,random_forest,0,0
D013,1.0,PRIMARY,C3,random_forest,0,1
D013,1.0,PRIMARY,C3,random_forest,0,2
D013,1.0,PRIMARY,C3,random_forest,1,0
D013,1.0,PRIMARY,C3,random_forest,1,1
D013,1.0,PRIMARY,C3,random_forest,1,2
D013,1.0,PRIMARY,C4,random_forest,0,0
D013,1.0,PRIMARY,C4,random_forest,0,1
D013,1.0,PRIMARY,C4,random_forest,0,2
D013,1.0,PRIMARY,C4,random_forest,1,0
D013,1.0,PRIMARY,C4,random_forest,1,1
D013,1.0,PRIMARY,C4,random_forest,1,2
D013,1.0,PRIMARY,C5,random_forest,0,0
D013,1.0,PRIMARY,C5,random_forest,0,1
D013,1.0,PRIMARY,C5,random_forest,0,2
D013,1.0,PRIMARY,C5,random_forest,1,0
D013,1.0,PRIMARY,C5,random_forest,1,1
D013,1.0,PRIMARY,C5,random_forest,1,2
D013,1.0,PRIMARY,C6,random_forest,0,0
D013,1.0,PRIMARY,C6,random_forest,0,1
D013,1.0,PRIMARY,C6,random_forest,0,2
D013,1.0,PRIMARY,C6,random_forest,1,0
D013,1.0,PRIMARY,C6,random_forest,1,1
D013,1.0,PRIMARY,C6,random_forest,1,2
D013,1.0,PRIMARY,C2,random_forest,0,NON_NESTED
D013,1.0,PRIMARY,C2,random_forest,1,NON_NESTED
D013,1.0,PRIMARY,C1,random_forest,0,FIXED_80_20
D013,1.0,PRIMARY,C0,gradient_boosted_trees,0,0
D013,1.0,PRIMARY,C0,gradient_boosted_trees,0,1
D013,1.0,PRIMARY,C0,gradient_boosted_trees,0,2
D013,1.0,PRIMARY,C0,gradient_boosted_trees,1,0
D013,1.0,PRIMARY,C0,gradient_boosted_trees,1,1
D013,1.0,PRIMARY,C0,gradient_boosted_trees,1,2
D013,1.0,PRIMARY,C3,gradient_boosted_trees,0,0
D013,1.0,PRIMARY,C3,gradient_boosted_trees,0,1
D013,1.0,PRIMARY,C3,gradient_boosted_trees,0,2
D013,1.0,PRIMARY,C3,gradient_boosted_trees,1,0
D013,1.0,PRIMARY,C3,gradient_boosted_trees,1,1
D013,1.0,PRIMARY,C3,gradient_boosted_trees,1,2
D013,1.0,PRIMARY,C4,gradient_boosted_trees,0,0
D013,1.0,PRIMARY,C4,gradient_boosted_trees,0,1
D013,1.0,PRIMARY,C4,gradient_boosted_trees,0,2
D013,1.0,PRIMARY,C4,gradient_boosted_trees,1,0
D013,1.0,PRIMARY,C4,gradient_boosted_trees,1,1
D013,1.0,PRIMARY,C4,gradient_boosted_trees,1,2
D013,1.0,PRIMARY,C5,gradient_boosted_trees,0,0
D013,1.0,PRIMARY,C5,gradient_boosted_trees,0,1
D013,1.0,PRIMARY,C5,gradient_boosted_trees,0,2
D013,1.0,PRIMARY,C5,gradient_boosted_trees,1,0
D013,1.0,PRIMARY,C5,gradient_boosted_trees,1,1
D013,1.0,PRIMARY,C5,gradient_boosted_trees,1,2
D013,1.0,PRIMARY,C6,gradient_boosted_trees,0,0
D013,1.0,PRIMARY,C6,gradient_boosted_trees,0,1
D013,1.0,PRIMARY,C6,gradient_boosted_trees,0,2
D013,1.0,PRIMARY,C6,gradient_boosted_trees,1,0
D013,1.0,PRIMARY,C6,gradient_boosted_trees,1,1
D013,1.0,PRIMARY,C6,gradient_boosted_trees,1,2
D013,1.0,PRIMARY,C2,gradient_boosted_trees,0,NON_NESTED
D013,1.0,PRIMARY,C2,gradient_boosted_trees,1,NON_NESTED
D013,1.0,PRIMARY,C1,gradient_boosted_trees,0,FIXED_80_20
D014,1.0,PRIMARY,C0,logistic_regression,0,0
D014,1.0,PRIMARY,C0,logistic_regression,0,1
D014,1.0,PRIMARY,C0,logistic_regression,0,2
D014,1.0,PRIMARY,C0,logistic_regression,1,0
D014,1.0,PRIMARY,C0,logistic_regression,1,1
D014,1.0,PRIMARY,C0,logistic_regression,1,2
D014,1.0,PRIMARY,C3,logistic_regression,0,0
D014,1.0,PRIMARY,C3,logistic_regression,0,1
D014,1.0,PRIMARY,C3,logistic_regression,0,2
D014,1.0,PRIMARY,C3,logistic_regression,1,0
D014,1.0,PRIMARY,C3,logistic_regression,1,1
D014,1.0,PRIMARY,C3,logistic_regression,1,2
D014,1.0,PRIMARY,C4,logistic_regression,0,0
D014,1.0,PRIMARY,C4,logistic_regression,0,1
D014,1.0,PRIMARY,C4,logistic_regression,0,2
D014,1.0,PRIMARY,C4,logistic_regression,1,0
D014,1.0,PRIMARY,C4,logistic_regression,1,1
D014,1.0,PRIMARY,C4,logistic_regression,1,2
D014,1.0,PRIMARY,C5,logistic_regression,0,0
D014,1.0,PRIMARY,C5,logistic_regression,0,1
D014,1.0,PRIMARY,C5,logistic_regression,0,2
D014,1.0,PRIMARY,C5,logistic_regression,1,0
D014,1.0,PRIMARY,C5,logistic_regression,1,1
D014,1.0,PRIMARY,C5,logistic_regression,1,2
D014,1.0,PRIMARY,C6,logistic_regression,0,0
D014,1.0,PRIMARY,C6,logistic_regression,0,1
D014,1.0,PRIMARY,C6,logistic_regression,0,2
D014,1.0,PRIMARY,C6,logistic_regression,1,0
D014,1.0,PRIMARY,C6,logistic_regression,1,1
D014,1.0,PRIMARY,C6,logistic_regression,1,2
D014,1.0,PRIMARY,C2,logistic_regression,0,NON_NESTED
D014,1.0,PRIMARY,C2,logistic_regression,1,NON_NESTED
D014,1.0,PRIMARY,C1,logistic_regression,0,FIXED_80_20
D014,1.0,PRIMARY,C0,random_forest,0,0
D014,1.0,PRIMARY,C0,random_forest,0,1
D014,1.0,PRIMARY,C0,random_forest,0,2
D014,1.0,PRIMARY,C0,random_forest,1,0
D014,1.0,PRIMARY,C0,random_forest,1,1
D014,1.0,PRIMARY,C0,random_forest,1,2
D014,1.0,PRIMARY,C3,random_forest,0,0
D014,1.0,PRIMARY,C3,random_forest,0,1
D014,1.0,PRIMARY,C3,random_forest,0,2
D014,1.0,PRIMARY,C3,random_forest,1,0
D014,1.0,PRIMARY,C3,random_forest,1,1
D014,1.0,PRIMARY,C3,random_forest,1,2
D014,1.0,PRIMARY,C4,random_forest,0,0
D014,1.0,PRIMARY,C4,random_forest,0,1
D014,1.0,PRIMARY,C4,random_forest,0,2
D014,1.0,PRIMARY,C4,random_forest,1,0
D014,1.0,PRIMARY,C4,random_forest,1,1
D014,1.0,PRIMARY,C4,random_forest,1,2
D014,1.0,PRIMARY,C5,random_forest,0,0
D014,1.0,PRIMARY,C5,random_forest,0,1
D014,1.0,PRIMARY,C5,random_forest,0,2
D014,1.0,PRIMARY,C5,random_forest,1,0
D014,1.0,PRIMARY,C5,random_forest,1,1
D014,1.0,PRIMARY,C5,random_forest,1,2
D014,1.0,PRIMARY,C6,random_forest,0,0
D014,1.0,PRIMARY,C6,random_forest,0,1
D014,1.0,PRIMARY,C6,random_forest,0,2
D014,1.0,PRIMARY,C6,random_forest,1,0
D014,1.0,PRIMARY,C6,random_forest,1,1
D014,1.0,PRIMARY,C6,random_forest,1,2
D014,1.0,PRIMARY,C2,random_forest,0,NON_NESTED
D014,1.0,PRIMARY,C2,random_forest,1,NON_NESTED
D014,1.0,PRIMARY,C1,random_forest,0,FIXED_80_20
D014,1.0,PRIMARY,C0,gradient_boosted_trees,0,0
D014,1.0,PRIMARY,C0,gradient_boosted_trees,0,1
D014,1.0,PRIMARY,C0,gradient_boosted_trees,0,2
D014,1.0,PRIMARY,C0,gradient_boosted_trees,1,0
D014,1.0,PRIMARY,C0,gradient_boosted_trees,1,1
D014,1.0,PRIMARY,C0,gradient_boosted_trees,1,2
D014,1.0,PRIMARY,C3,gradient_boosted_trees,0,0
D014,1.0,PRIMARY,C3,gradient_boosted_trees,0,1
D014,1.0,PRIMARY,C3,gradient_boosted_trees,0,2
D014,1.0,PRIMARY,C3,gradient_boosted_trees,1,0
D014,1.0,PRIMARY,C3,gradient_boosted_trees,1,1
D014,1.0,PRIMARY,C3,gradient_boosted_trees,1,2
D014,1.0,PRIMARY,C4,gradient_boosted_trees,0,0
D014,1.0,PRIMARY,C4,gradient_boosted_trees,0,1
D014,1.0,PRIMARY,C4,gradient_boosted_trees,0,2
D014,1.0,PRIMARY,C4,gradient_boosted_trees,1,0
D014,1.0,PRIMARY,C4,gradient_boosted_trees,1,1
D014,1.0,PRIMARY,C4,gradient_boosted_trees,1,2
D014,1.0,PRIMARY,C5,gradient_boosted_trees,0,0
D014,1.0,PRIMARY,C5,gradient_boosted_trees,0,1
D014,1.0,PRIMARY,C5,gradient_boosted_trees,0,2
D014,1.0,PRIMARY,C5,gradient_boosted_trees,1,0
D014,1.0,PRIMARY,C5,gradient_boosted_trees,1,1
D014,1.0,PRIMARY,C5,gradient_boosted_trees,1,2
D014,1.0,PRIMARY,C6,gradient_boosted_trees,0,0
D014,1.0,PRIMARY,C6,gradient_boosted_trees,0,1
D014,1.0,PRIMARY,C6,gradient_boosted_trees,0,2
D014,1.0,PRIMARY,C6,gradient_boosted_trees,1,0
D014,1.0,PRIMARY,C6,gradient_boosted_trees,1,1
D014,1.0,PRIMARY,C6,gradient_boosted_trees,1,2
D014,1.0,PRIMARY,C2,gradient_boosted_trees,0,NON_NESTED
D014,1.0,PRIMARY,C2,gradient_boosted_trees,1,NON_NESTED
D014,1.0,PRIMARY,C1,gradient_boosted_trees,0,FIXED_80_20
D015,1.0,PRIMARY,C0,logistic_regression,0,0
D015,1.0,PRIMARY,C0,logistic_regression,0,1
D015,1.0,PRIMARY,C0,logistic_regression,0,2
D015,1.0,PRIMARY,C0,logistic_regression,1,0
D015,1.0,PRIMARY,C0,logistic_regression,1,1
D015,1.0,PRIMARY,C0,logistic_regression,1,2
D015,1.0,PRIMARY,C3,logistic_regression,0,0
D015,1.0,PRIMARY,C3,logistic_regression,0,1
D015,1.0,PRIMARY,C3,logistic_regression,0,2
D015,1.0,PRIMARY,C3,logistic_regression,1,0
D015,1.0,PRIMARY,C3,logistic_regression,1,1
D015,1.0,PRIMARY,C3,logistic_regression,1,2
D015,1.0,PRIMARY,C4,logistic_regression,0,0
D015,1.0,PRIMARY,C4,logistic_regression,0,1
D015,1.0,PRIMARY,C4,logistic_regression,0,2
D015,1.0,PRIMARY,C4,logistic_regression,1,0
D015,1.0,PRIMARY,C4,logistic_regression,1,1
D015,1.0,PRIMARY,C4,logistic_regression,1,2
D015,1.0,PRIMARY,C5,logistic_regression,0,0
D015,1.0,PRIMARY,C5,logistic_regression,0,1
D015,1.0,PRIMARY,C5,logistic_regression,0,2
D015,1.0,PRIMARY,C5,logistic_regression,1,0
D015,1.0,PRIMARY,C5,logistic_regression,1,1
D015,1.0,PRIMARY,C5,logistic_regression,1,2
D015,1.0,PRIMARY,C6,logistic_regression,0,0
D015,1.0,PRIMARY,C6,logistic_regression,0,1
D015,1.0,PRIMARY,C6,logistic_regression,0,2
D015,1.0,PRIMARY,C6,logistic_regression,1,0
D015,1.0,PRIMARY,C6,logistic_regression,1,1
D015,1.0,PRIMARY,C6,logistic_regression,1,2
D015,1.0,PRIMARY,C2,logistic_regression,0,NON_NESTED
D015,1.0,PRIMARY,C2,logistic_regression,1,NON_NESTED
D015,1.0,PRIMARY,C1,logistic_regression,0,FIXED_80_20
D015,1.0,PRIMARY,C0,random_forest,0,0
D015,1.0,PRIMARY,C0,random_forest,0,1
D015,1.0,PRIMARY,C0,random_forest,0,2
D015,1.0,PRIMARY,C0,random_forest,1,0
D015,1.0,PRIMARY,C0,random_forest,1,1
D015,1.0,PRIMARY,C0,random_forest,1,2
D015,1.0,PRIMARY,C3,random_forest,0,0
D015,1.0,PRIMARY,C3,random_forest,0,1
D015,1.0,PRIMARY,C3,random_forest,0,2
D015,1.0,PRIMARY,C3,random_forest,1,0
D015,1.0,PRIMARY,C3,random_forest,1,1
D015,1.0,PRIMARY,C3,random_forest,1,2
D015,1.0,PRIMARY,C4,random_forest,0,0
D015,1.0,PRIMARY,C4,random_forest,0,1
D015,1.0,PRIMARY,C4,random_forest,0,2
D015,1.0,PRIMARY,C4,random_forest,1,0
D015,1.0,PRIMARY,C4,random_forest,1,1
D015,1.0,PRIMARY,C4,random_forest,1,2
D015,1.0,PRIMARY,C5,random_forest,0,0
D015,1.0,PRIMARY,C5,random_forest,0,1
D015,1.0,PRIMARY,C5,random_forest,0,2
D015,1.0,PRIMARY,C5,random_forest,1,0
D015,1.0,PRIMARY,C5,random_forest,1,1
D015,1.0,PRIMARY,C5,random_forest,1,2
D015,1.0,PRIMARY,C6,random_forest,0,0
D015,1.0,PRIMARY,C6,random_forest,0,1
D015,1.0,PRIMARY,C6,random_forest,0,2
D015,1.0,PRIMARY,C6,random_forest,1,0
D015,1.0,PRIMARY,C6,random_forest,1,1
D015,1.0,PRIMARY,C6,random_forest,1,2
D015,1.0,PRIMARY,C2,random_forest,0,NON_NESTED
D015,1.0,PRIMARY,C2,random_forest,1,NON_NESTED
D015,1.0,PRIMARY,C1,random_forest,0,FIXED_80_20
D015,1.0,PRIMARY,C0,gradient_boosted_trees,0,0
D015,1.0,PRIMARY,C0,gradient_boosted_trees,0,1
D015,1.0,PRIMARY,C0,gradient_boosted_trees,0,2
D015,1.0,PRIMARY,C0,gradient_boosted_trees,1,0
D015,1.0,PRIMARY,C0,gradient_boosted_trees,1,1
D015,1.0,PRIMARY,C0,gradient_boosted_trees,1,2
D015,1.0,PRIMARY,C3,gradient_boosted_trees,0,0
D015,1.0,PRIMARY,C3,gradient_boosted_trees,0,1
D015,1.0,PRIMARY,C3,gradient_boosted_trees,0,2
D015,1.0,PRIMARY,C3,gradient_boosted_trees,1,0
D015,1.0,PRIMARY,C3,gradient_boosted_trees,1,1
D015,1.0,PRIMARY,C3,gradient_boosted_trees,1,2
D015,1.0,PRIMARY,C4,gradient_boosted_trees,0,0
D015,1.0,PRIMARY,C4,gradient_boosted_trees,0,1
D015,1.0,PRIMARY,C4,gradient_boosted_trees,0,2
D015,1.0,PRIMARY,C4,gradient_boosted_trees,1,0
D015,1.0,PRIMARY,C4,gradient_boosted_trees,1,1
D015,1.0,PRIMARY,C4,gradient_boosted_trees,1,2
D015,1.0,PRIMARY,C5,gradient_boosted_trees,0,0
D015,1.0,PRIMARY,C5,gradient_boosted_trees,0,1
D015,1.0,PRIMARY,C5,gradient_boosted_trees,0,2
D015,1.0,PRIMARY,C5,gradient_boosted_trees,1,0
D015,1.0,PRIMARY,C5,gradient_boosted_trees,1,1
D015,1.0,PRIMARY,C5,gradient_boosted_trees,1,2
D015,1.0,PRIMARY,C6,gradient_boosted_trees,0,0
D015,1.0,PRIMARY,C6,gradient_boosted_trees,0,1
D015,1.0,PRIMARY,C6,gradient_boosted_trees,0,2
D015,1.0,PRIMARY,C6,gradient_boosted_trees,1,0
D015,1.0,PRIMARY,C6,gradient_boosted_trees,1,1
D015,1.0,PRIMARY,C6,gradient_boosted_trees,1,2
D015,1.0,PRIMARY,C2,gradient_boosted_trees,0,NON_NESTED
D015,1.0,PRIMARY,C2,gradient_boosted_trees,1,NON_NESTED
D015,1.0,PRIMARY,C1,gradient_boosted_trees,0,FIXED_80_20
D016,1.0,PRIMARY,C0,logistic_regression,0,0
D016,1.0,PRIMARY,C0,logistic_regression,0,1
D016,1.0,PRIMARY,C0,logistic_regression,0,2
D016,1.0,PRIMARY,C0,logistic_regression,1,0
D016,1.0,PRIMARY,C0,logistic_regression,1,1
D016,1.0,PRIMARY,C0,logistic_regression,1,2
D016,1.0,PRIMARY,C3,logistic_regression,0,0
D016,1.0,PRIMARY,C3,logistic_regression,0,1
D016,1.0,PRIMARY,C3,logistic_regression,0,2
D016,1.0,PRIMARY,C3,logistic_regression,1,0
D016,1.0,PRIMARY,C3,logistic_regression,1,1
D016,1.0,PRIMARY,C3,logistic_regression,1,2
D016,1.0,PRIMARY,C4,logistic_regression,0,0
D016,1.0,PRIMARY,C4,logistic_regression,0,1
D016,1.0,PRIMARY,C4,logistic_regression,0,2
D016,1.0,PRIMARY,C4,logistic_regression,1,0
D016,1.0,PRIMARY,C4,logistic_regression,1,1
D016,1.0,PRIMARY,C4,logistic_regression,1,2
D016,1.0,PRIMARY,C5,logistic_regression,0,0
D016,1.0,PRIMARY,C5,logistic_regression,0,1
D016,1.0,PRIMARY,C5,logistic_regression,0,2
D016,1.0,PRIMARY,C5,logistic_regression,1,0
D016,1.0,PRIMARY,C5,logistic_regression,1,1
D016,1.0,PRIMARY,C5,logistic_regression,1,2
D016,1.0,PRIMARY,C6,logistic_regression,0,0
D016,1.0,PRIMARY,C6,logistic_regression,0,1
D016,1.0,PRIMARY,C6,logistic_regression,0,2
D016,1.0,PRIMARY,C6,logistic_regression,1,0
D016,1.0,PRIMARY,C6,logistic_regression,1,1
D016,1.0,PRIMARY,C6,logistic_regression,1,2
D016,1.0,PRIMARY,C2,logistic_regression,0,NON_NESTED
D016,1.0,PRIMARY,C2,logistic_regression,1,NON_NESTED
D016,1.0,PRIMARY,C1,logistic_regression,0,FIXED_80_20
D016,1.0,PRIMARY,C0,random_forest,0,0
D016,1.0,PRIMARY,C0,random_forest,0,1
D016,1.0,PRIMARY,C0,random_forest,0,2
D016,1.0,PRIMARY,C0,random_forest,1,0
D016,1.0,PRIMARY,C0,random_forest,1,1
D016,1.0,PRIMARY,C0,random_forest,1,2
D016,1.0,PRIMARY,C3,random_forest,0,0
D016,1.0,PRIMARY,C3,random_forest,0,1
D016,1.0,PRIMARY,C3,random_forest,0,2
D016,1.0,PRIMARY,C3,random_forest,1,0
D016,1.0,PRIMARY,C3,random_forest,1,1
D016,1.0,PRIMARY,C3,random_forest,1,2
D016,1.0,PRIMARY,C4,random_forest,0,0
D016,1.0,PRIMARY,C4,random_forest,0,1
D016,1.0,PRIMARY,C4,random_forest,0,2
D016,1.0,PRIMARY,C4,random_forest,1,0
D016,1.0,PRIMARY,C4,random_forest,1,1
D016,1.0,PRIMARY,C4,random_forest,1,2
D016,1.0,PRIMARY,C5,random_forest,0,0
D016,1.0,PRIMARY,C5,random_forest,0,1
D016,1.0,PRIMARY,C5,random_forest,0,2
D016,1.0,PRIMARY,C5,random_forest,1,0
D016,1.0,PRIMARY,C5,random_forest,1,1
D016,1.0,PRIMARY,C5,random_forest,1,2
D016,1.0,PRIMARY,C6,random_forest,0,0
D016,1.0,PRIMARY,C6,random_forest,0,1
D016,1.0,PRIMARY,C6,random_forest,0,2
D016,1.0,PRIMARY,C6,random_forest,1,0
D016,1.0,PRIMARY,C6,random_forest,1,1
D016,1.0,PRIMARY,C6,random_forest,1,2
D016,1.0,PRIMARY,C2,random_forest,0,NON_NESTED
D016,1.0,PRIMARY,C2,random_forest,1,NON_NESTED
D016,1.0,PRIMARY,C1,random_forest,0,FIXED_80_20
D016,1.0,PRIMARY,C0,gradient_boosted_trees,0,0
D016,1.0,PRIMARY,C0,gradient_boosted_trees,0,1
D016,1.0,PRIMARY,C0,gradient_boosted_trees,0,2
D016,1.0,PRIMARY,C0,gradient_boosted_trees,1,0
D016,1.0,PRIMARY,C0,gradient_boosted_trees,1,1
D016,1.0,PRIMARY,C0,gradient_boosted_trees,1,2
D016,1.0,PRIMARY,C3,gradient_boosted_trees,0,0
D016,1.0,PRIMARY,C3,gradient_boosted_trees,0,1
D016,1.0,PRIMARY,C3,gradient_boosted_trees,0,2
D016,1.0,PRIMARY,C3,gradient_boosted_trees,1,0
D016,1.0,PRIMARY,C3,gradient_boosted_trees,1,1
D016,1.0,PRIMARY,C3,gradient_boosted_trees,1,2
D016,1.0,PRIMARY,C4,gradient_boosted_trees,0,0
D016,1.0,PRIMARY,C4,gradient_boosted_trees,0,1
D016,1.0,PRIMARY,C4,gradient_boosted_trees,0,2
D016,1.0,PRIMARY,C4,gradient_boosted_trees,1,0
D016,1.0,PRIMARY,C4,gradient_boosted_trees,1,1
D016,1.0,PRIMARY,C4,gradient_boosted_trees,1,2
D016,1.0,PRIMARY,C5,gradient_boosted_trees,0,0
D016,1.0,PRIMARY,C5,gradient_boosted_trees,0,1
D016,1.0,PRIMARY,C5,gradient_boosted_trees,0,2
D016,1.0,PRIMARY,C5,gradient_boosted_trees,1,0
D016,1.0,PRIMARY,C5,gradient_boosted_trees,1,1
D016,1.0,PRIMARY,C5,gradient_boosted_trees,1,2
D016,1.0,PRIMARY,C6,gradient_boosted_trees,0,0
D016,1.0,PRIMARY,C6,gradient_boosted_trees,0,1
D016,1.0,PRIMARY,C6,gradient_boosted_trees,0,2
D016,1.0,PRIMARY,C6,gradient_boosted_trees,1,0
D016,1.0,PRIMARY,C6,gradient_boosted_trees,1,1
D016,1.0,PRIMARY,C6,gradient_boosted_trees,1,2
D016,1.0,PRIMARY,C2,gradient_boosted_trees,0,NON_NESTED
D016,1.0,PRIMARY,C2,gradient_boosted_trees,1,NON_NESTED
D016,1.0,PRIMARY,C1,gradient_boosted_trees,0,FIXED_80_20
D019,1.0,PRIMARY,C0,logistic_regression,0,0
D019,1.0,PRIMARY,C0,logistic_regression,0,1
D019,1.0,PRIMARY,C0,logistic_regression,0,2
D019,1.0,PRIMARY,C0,logistic_regression,1,0
D019,1.0,PRIMARY,C0,logistic_regression,1,1
D019,1.0,PRIMARY,C0,logistic_regression,1,2
D019,1.0,PRIMARY,C3,logistic_regression,0,0
D019,1.0,PRIMARY,C3,logistic_regression,0,1
D019,1.0,PRIMARY,C3,logistic_regression,0,2
D019,1.0,PRIMARY,C3,logistic_regression,1,0
D019,1.0,PRIMARY,C3,logistic_regression,1,1
D019,1.0,PRIMARY,C3,logistic_regression,1,2
D019,1.0,PRIMARY,C4,logistic_regression,0,0
D019,1.0,PRIMARY,C4,logistic_regression,0,1
D019,1.0,PRIMARY,C4,logistic_regression,0,2
D019,1.0,PRIMARY,C4,logistic_regression,1,0
D019,1.0,PRIMARY,C4,logistic_regression,1,1
D019,1.0,PRIMARY,C4,logistic_regression,1,2
D019,1.0,PRIMARY,C5,logistic_regression,0,0
D019,1.0,PRIMARY,C5,logistic_regression,0,1
D019,1.0,PRIMARY,C5,logistic_regression,0,2
D019,1.0,PRIMARY,C5,logistic_regression,1,0
D019,1.0,PRIMARY,C5,logistic_regression,1,1
D019,1.0,PRIMARY,C5,logistic_regression,1,2
D019,1.0,PRIMARY,C6,logistic_regression,0,0
D019,1.0,PRIMARY,C6,logistic_regression,0,1
D019,1.0,PRIMARY,C6,logistic_regression,0,2
D019,1.0,PRIMARY,C6,logistic_regression,1,0
D019,1.0,PRIMARY,C6,logistic_regression,1,1
D019,1.0,PRIMARY,C6,logistic_regression,1,2
D019,1.0,PRIMARY,C2,logistic_regression,0,NON_NESTED
D019,1.0,PRIMARY,C2,logistic_regression,1,NON_NESTED
D019,1.0,PRIMARY,C1,logistic_regression,0,FIXED_80_20
D019,1.0,PRIMARY,C0,random_forest,0,0
D019,1.0,PRIMARY,C0,random_forest,0,1
D019,1.0,PRIMARY,C0,random_forest,0,2
D019,1.0,PRIMARY,C0,random_forest,1,0
D019,1.0,PRIMARY,C0,random_forest,1,1
D019,1.0,PRIMARY,C0,random_forest,1,2
D019,1.0,PRIMARY,C3,random_forest,0,0
D019,1.0,PRIMARY,C3,random_forest,0,1
D019,1.0,PRIMARY,C3,random_forest,0,2
