dataset_id,model,condition,sample_fraction,chain,AUROC_mean,AUROC_median,AUROC_std,AUROC_count,AUPRC_mean,AUPRC_median,AUPRC_std,AUPRC_count,balanced_accuracy_mean,balanced_accuracy_median,balanced_accuracy_std,balanced_accuracy_count,F1_mean,F1_median,F1_std,F1_count,Brier_mean,Brier_median,Brier_std,Brier_count,calibration_intercept_mean,calibration_intercept_median,calibration_intercept_std,calibration_intercept_count,calibration_slope_mean,calibration_slope_median,calibration_slope_std,calibration_slope_count,dataset_name
D001,gradient_boosted_trees,C4,0.5,0,0.9757536477680713,0.9811577031839128,0.014108768122388692,6,0.9678721923341772,0.9703261451497931,0.017293548725084675,6,0.9102649291207179,0.9261661837266676,0.03452843519910993,6,0.8748355515919912,0.8832450649975927,0.03823835263275164,6,0.06074806248359335,0.05683823077618154,0.02478957674733176,6,-0.42282334070884514,-0.30649601010638045,0.6746668286374458,6,0.599484498189881,0.5113718842363945,0.3376250636651204,6,Breast Cancer Wisconsin Diagnostic
D001,gradient_boosted_trees,C4,0.75,0,0.9852244632223446,0.9836475381600502,0.008832475541244979,6,0.9805695495736,0.976698950345154,0.008037527296576478,6,0.924627704661258,0.913651244443764,0.0288778134935398,6,0.9010515615240707,0.8910760069473163,0.025577244295873193,6,0.05500431852399138,0.06207923868773793,0.02144961736382474,6,-0.37710241032848585,-0.575905698462146,1.0138707522522783,6,0.6574784374757131,0.5361734352772572,0.3816615294891267,6,Breast Cancer Wisconsin Diagnostic
D001,gradient_boosted_trees,C4,1.0,PRIMARY,0.9861356199946685,0.9885768838936542,0.008870843113292769,6,0.9816659155492732,0.9830186889718532,0.010010750175200296,6,0.9393636061342256,0.9340510697032436,0.01572218963409462,6,0.9188209561637554,0.9177927927927928,0.020407415967199215,6,0.04628907321451448,0.04508293272067291,0.01339240704359912,6,-0.24850825496835915,-0.21820559392513955,0.17359223587576503,6,0.594467571530651,0.5805974037612431,0.25249615446031165,6,Breast Cancer Wisconsin Diagnostic
D001,gradient_boosted_trees,C5,0.5,0,0.9932190283011696,0.9964458186653661,0.008856922862737643,6,0.9915298565948052,0.992739348705741,0.009034591093821522,6,0.9621505673464776,0.956661367440135,0.02314848097631943,6,0.9439193565042405,0.93521421107628,0.03100197896618767,6,0.033143868217349916,0.038804143917035766,0.016613275640002333,6,-2.5944554261703225,-1.6795751675976542,2.6034337465142157,6,1.6951304842869082,1.394865199837557,1.3572386171066828,6,Breast Cancer Wisconsin Diagnostic
D001,gradient_boosted_trees,C5,0.75,0,0.9948270496919897,0.9944479104469994,0.0037269177315634758,6,0.9928320930742536,0.9915981422781452,0.0039761063891145905,6,0.9597281393606671,0.9631043360008915,0.02265260062192286,6,0.9410899300998353,0.9453329948379453,0.03662872529007389,6,0.032630534761749284,0.0348784415966632,0.01833374793320139,6,0.47471580959950943,-0.688420719432783,4.789645653870463,6,3.0251712266094555,1.159492623067488,4.846281177720264,6,Breast Cancer Wisconsin Diagnostic
D001,gradient_boosted_trees,C5,1.0,PRIMARY,0.9955087263876582,0.9974069035021416,0.005393091671903191,6,0.994304949897045,0.9959788562160605,0.006339556038616557,6,0.976677059274163,0.9823906418734005,0.014255663079052263,6,0.9687797905960215,0.9777959183673469,0.020224068555158573,6,0.021593166051745716,0.017528760526834067,0.012358791369443192,6,-1.9019707010613685,-0.756907308121785,3.148762679285113,6,1.1486817295049991,0.9716853709652984,0.720550720593961,6,Breast Cancer Wisconsin Diagnostic
D001,gradient_boosted_trees,C6,1.0,PRIMARY,0.991866659934178,0.9925542363953158,0.006003694526663571,6,0.9899263222617053,0.9908422887451225,0.0067572700813259634,6,0.9583279545440943,0.9568013210254589,0.01239536270203937,6,0.9492663496440756,0.9484091913389306,0.017436097939164626,6,0.0314857162172109,0.032171152118840245,0.012457299500041586,6,0.09048694047600574,0.11088351636205734,0.5543357811550147,6,0.41384261522600624,0.3873936473020158,0.11788589795082312,6,Breast Cancer Wisconsin Diagnostic
D001,logistic_regression,C0,0.5,0,0.9909680447318868,0.9941984359726295,0.009736994680220363,6,0.9885635634489792,0.9923937339906239,0.010595207380662552,6,0.9554179672079687,0.9592497556207233,0.014566862495391098,6,0.9372430196200324,0.9344086021505376,0.014522077584453291,6,0.039004247681053185,0.04093095897495791,0.011130293697707148,6,-2.353384618528556,-0.7134636221715717,3.8848157271240544,6,4.071181329001715,2.103020152429998,5.74609828141488,6,Breast Cancer Wisconsin Diagnostic
D001,logistic_regression,C0,0.75,0,0.9922062894074674,0.9925166240539727,0.005936217109126524,6,0.9907465384270681,0.9910720737921533,0.005257949267897718,6,0.9593354843380116,0.9608696523284956,0.01917266902601452,6,0.9458257518080359,0.9470642201834862,0.01904499543664082,6,0.0347896774001091,0.03636737140582723,0.012961105288169012,6,-0.6007057557509473,-1.1435346600822744,1.2814698238524673,6,1.5502468714710895,1.2249420091463397,1.0986585484671145,6,Breast Cancer Wisconsin Diagnostic
D001,logistic_regression,C0,1.0,PRIMARY,0.9925440230083615,0.9951668365389026,0.0068077159139557225,6,0.9910639039446628,0.9938157418569171,0.0077399342120493,6,0.9717228899282757,0.9741363211951448,0.013362418696225706,6,0.9634621867289991,0.966388450259418,0.017109737811465763,6,0.028378314926302235,0.027830903065030693,0.010999760793573317,6,-0.29999865599665265,-0.31180082585182173,0.3182584649669155,6,2.0273581863582266,1.9559480189332237,1.171984438307961,6,Breast Cancer Wisconsin Diagnostic
D001,logistic_regression,C1,1.0,PRIMARY,0.9897435897435898,0.9897435897435898,,1,0.9855425629390462,0.9855425629390462,,1,0.9548717948717949,0.9548717948717949,,1,0.9473684210526315,0.9473684210526315,,1,0.028702963531961494,0.028702963531961494,,1,-0.502907247686439,-0.502907247686439,,1,0.7042456622607,0.7042456622607,,1,Breast Cancer Wisconsin Diagnostic
D001,logistic_regression,C2,0.5,0,0.9910270270270272,0.9910270270270272,0.000458663858067,2,0.9889850798874722,0.9889850798874722,0.0024540373765194953,2,0.966891891891892,0.966891891891892,0.007071067811865481,2,0.9595694207075989,0.9595694207075989,0.007431267858298017,2,0.027701475732238807,0.027701475732238807,0.0058070935283882855,2,-0.49234894074091645,-0.49234894074091645,0.07032279325621456,2,1.029307025464535,1.029307025464535,0.2217652191339954,2,Breast Cancer Wisconsin Diagnostic
D001,logistic_regression,C2,0.75,0,0.9905777396116597,0.9905777396116597,0.003474643311970625,2,0.9878905033876966,0.9878905033876966,0.005670833331259152,2,0.9627164734506941,0.9627164734506941,0.016175645321260833,2,0.9523993227458797,0.9523993227458797,0.016973351227607354,2,0.033235010933112846,0.033235010933112846,0.0059713866685438,2,-0.5055136946936776,-0.5055136946936776,0.2002870971966513,2,1.3735211393684463,1.3735211393684463,0.8123844923487118,2,Breast Cancer Wisconsin Diagnostic
