dataset_id,dataset_name,model,condition,reference_AUROC,apparent_AUROC,delta_AUROC,delta_median_AUROC,reference_AUPRC,apparent_AUPRC,delta_AUPRC,delta_median_AUPRC,reference_balanced_accuracy,apparent_balanced_accuracy,delta_balanced_accuracy,delta_median_balanced_accuracy,reference_F1,apparent_F1,delta_F1,delta_median_F1,reference_Brier,apparent_Brier,delta_Brier,delta_median_Brier,reference_calibration_intercept,apparent_calibration_intercept,delta_calibration_intercept,delta_median_calibration_intercept,reference_calibration_slope,apparent_calibration_slope,delta_calibration_slope,delta_median_calibration_slope
D014,Diabetic Retinopathy Debrecen,random_forest,C3,0.7565634339782837,0.7618936657477334,0.005330231769449689,-0.000549463219034374,0.8006848069858407,0.80650537092187,0.005820563936029366,0.007826291248208772,0.6876265988373942,0.6936214590774951,0.005994860240100874,-0.0003501730996592345,0.6684739662546856,0.6668038767861842,-0.0016700894685013346,0.0023557628113396456,0.20224191135728206,0.19649701004205533,-0.00574490131522673,0.002388226513510394,0.08638546139271715,0.08484729854777741,-0.0015381628449397389,-0.03245391845709167,0.7964800924905902,0.870873630827054,0.0743935383364639,0.09549913485467543
D014,Diabetic Retinopathy Debrecen,random_forest,C4,0.7565634339782837,0.7569729678322226,0.000409533853938826,0.011562232751020751,0.8006848069858407,0.7992109285869303,-0.0014738783989103332,0.011095542186383534,0.6876265988373942,0.6785387432890039,-0.009087855548390311,-0.009673370245310786,0.6684739662546856,0.6584905906298898,-0.009983375624795787,-0.0027251243784149892,0.20224191135728206,0.1989884349526989,-0.00325347640458315,-0.0007783063889353903,0.08638546139271715,0.10286722550056238,0.01648176410784523,-0.010528938466028231,0.7964800924905902,0.9365239046020211,0.1400438121114309,0.12613515605463044
D014,Diabetic Retinopathy Debrecen,random_forest,C5,0.7565634339782837,0.7732933422731231,0.016729908294839335,0.017930200390412265,0.8006848069858407,0.8148920264625942,0.014207219476753519,0.020523763098218684,0.6876265988373942,0.7008209622352136,0.01319436339781943,0.008125664130362087,0.6684739662546856,0.6864149645070324,0.01794099825234685,0.033777689917933174,0.20224191135728206,0.19404146500261343,-0.008200446354668628,-0.004857682141614639,0.08638546139271715,0.1961221586879243,0.10973669729520714,0.045142038145036756,0.7964800924905902,0.9647153941844139,0.16823530169382372,0.33580166466170414
D015,Thoracic Surgery Data,gradient_boosted_trees,C2,0.5881652352455703,0.5918392857142858,0.003674050468715495,0.015654160205466283,0.23708196740223997,0.19305832358956357,-0.0440236438126764,-0.036098428397579874,0.5500552658396135,0.6016964285714286,0.05164116273181507,0.051205029305783634,0.2565375232483663,0.30999929763772155,0.05346177438935523,0.03380882144724534,0.21788389189776944,0.20075843068856325,-0.01712546120920619,-0.020501649731935273,-1.6635799452893902,-1.5904701424172898,0.07310980287210045,0.057087718873521265,0.4854010976959165,0.34966326762396094,-0.13573783007195556,-0.008937625472226873
D015,Thoracic Surgery Data,gradient_boosted_trees,C3,0.5881652352455703,0.5923182531322265,0.0041530178866562295,0.024451483764562854,0.23708196740223997,0.22707370615347422,-0.010008261248765749,-0.01126227506795549,0.5500552658396135,0.5639420333307562,0.013886767491142704,0.004158954770134948,0.2565375232483663,0.28280174516902595,0.026264221920659636,-0.014805276949489521,0.21788389189776944,0.20464302617588867,-0.013240865721880768,-0.003940248131930918,-1.6635799452893902,-1.6312534050710568,0.03232654021833348,-0.10308050086611398,0.4854010976959165,0.37616064113232905,-0.10924045656358744,0.059295356251666376
D015,Thoracic Surgery Data,gradient_boosted_trees,C4,0.5881652352455703,0.5821823448905142,-0.005982890355056059,0.00865574004325298,0.23708196740223997,0.2090678465305815,-0.02801412087165847,-0.015790787449145666,0.5500552658396135,0.540083820930349,-0.009971444909264493,-0.008748064000504319,0.2565375232483663,0.252161646143931,-0.004375877104435322,-0.00989260385005064,0.21788389189776944,0.2213396517032794,0.003455759805509967,-0.000341777380733127,-1.6635799452893902,-1.6720978500113857,-0.008517904721995428,0.0039046394546065066,0.4854010976959165,0.2992941684495483,-0.18610692924636818,-0.08668816475159147
D015,Thoracic Surgery Data,gradient_boosted_trees,C5,0.5881652352455703,0.9321906924767921,0.3440254572312218,0.4062102180126016,0.23708196740223997,0.7712287334496047,0.5341467660473648,0.6420591682685942,0.5500552658396135,0.7724846970783434,0.22242943123872994,0.2245374646506112,0.2565375232483663,0.4525718026110465,0.1960342793626802,0.1738095238095238,0.21788389189776944,0.12468379944844289,-0.09320009244932655,-0.11837547878385712,-1.6635799452893902,-4.526833407077713,-2.8632534617883225,-1.937670260299516,0.4854010976959165,1.4514829831590037,0.9660818854630873,0.8640311273230693
D015,Thoracic Surgery Data,logistic_regression,C2,0.6088286914623979,0.6423392857142858,0.03351059425188785,0.01937926724285377,0.22457460660907222,0.2297701898186073,0.005195583209535087,0.013032125045469467,0.5805287269418817,0.6435714285714286,0.06304270162954684,0.055757894066717606,0.29879761700718754,0.3524553184105501,0.05365770140336257,0.046098862039820276,0.2233482086515016,0.22316688575501714,-0.00018132289648445377,0.0006866507411200096,-1.7224728142094061,-1.6706792673460238,0.051793546863382334,0.02180519190432184,0.4063013433295892,0.3034094692262262,-0.10289187410336303,-0.12567678857432796
D015,Thoracic Surgery Data,logistic_regression,C3,0.6088286914623979,0.628455242181647,0.019626550719249014,0.031066592172825702,0.22457460660907222,0.2302908824506337,0.00571627584156148,0.01414926436902983,0.5805287269418817,0.5871444084752543,0.006615681533372553,0.0050510083598318545,0.29879761700718754,0.3089248026389836,0.010127185631796043,-0.0022943297279580666,0.2233482086515016,0.22128763682574784,-0.002060571825753754,-0.005548014136035839,-1.7224728142094061,-1.7146902888155116,0.007782525393894568,0.011745434074329042,0.4063013433295892,0.5001005377207645,0.09379919439117523,-0.006231219613666905
D015,Thoracic Surgery Data,logistic_regression,C4,0.6088286914623979,0.6211299517729542,0.012301260310556228,0.007457698140314384,0.22457460660907222,0.2258507717690226,0.001276165159950382,0.004938076873978292,0.5805287269418817,0.5691412745492586,-0.011387452392623176,-0.01348198370257192,0.29879761700718754,0.2679272345939013,-0.030870382413286268,-0.018044768059041538,0.2233482086515016,0.2305306685375332,0.007182459886031611,0.009484863388976361,-1.7224728142094061,-1.69495908014083,0.027513734068576046,-0.012697492173211478,0.4063013433295892,1.2515315833203804,0.8452302399907912,0.5098428914555873
D015,Thoracic Surgery Data,logistic_regression,C5,0.6088286914623979,0.7536179348623766,0.14478924339997867,0.11857409436953559,0.22457460660907222,0.3166150357693419,0.0920404291602697,0.09796147770463004,0.5805287269418817,0.689424959630856,0.1088962326889743,0.10153047357265788,0.29879761700718754,0.37577549314497793,0.07697787613779039,0.0726889676185144,0.2233482086515016,0.24893716829897836,0.02558895964747676,0.028208873111407573,-1.7224728142094061,-1.9760181816105664,-0.2535453674011603,-0.21090020668067666,0.4063013433295892,0.6788106435526294,0.2725093002230402,0.21350810246918667
D015,Thoracic Surgery Data,random_forest,C2,0.6173540067325688,0.6252232142857141,0.007869207553145352,0.007941765068096074,0.2209085752666258,0.20823939413298612,-0.012669181133639684,-0.01604330084959002,0.5872325252452971,0.6196428571428572,0.03241033189756004,0.02983818972624941,0.3043863460652306,0.32256450873316933,0.018178162667938758,0.01251277185216415,0.1899945761445356,0.1732926176456822,-0.016701958498853392,-0.03157722552764147,-1.4897610308248745,-1.4101710315821387,0.0795899992427358,0.15184434617215703,0.5246288130018945,0.44318828821472467,-0.08144052478716979,-0.09019631810493767
D015,Thoracic Surgery Data,random_forest,C3,0.6173540067325688,0.6085023954894146,-0.008851611243154145,-0.020857633950519205,0.2209085752666258,0.2278335950769289,0.006925019810303107,-3.547835971898228e-05,0.5872325252452971,0.5580205094828077,-0.02921201576248944,-0.025276835809827092,0.3043863460652306,0.2678862471127806,-0.03650009895244999,-0.03781599749198111,0.1899945761445356,0.18961467988121605,-0.0003798962633195513,-0.013388681850037054,-1.4897610308248745,-1.5021680519122114,-0.012407021087336823,-0.01993128300543212,0.5246288130018945,0.4961298304686243,-0.028498982533270156,-0.07893890875635512
D015,Thoracic Surgery Data,random_forest,C4,0.6173540067325688,0.5857534020556541,-0.03160060467691472,-0.009621887504241422,0.2209085752666258,0.19559245312635673,-0.02531612214026907,-0.0271584855986646,0.5872325252452971,0.529472221578398,-0.057760303666899104,-0.06093326244067687,0.3043863460652306,0.2438704454783208,-0.06051590058690978,-0.05883961566888396,0.1899945761445356,0.22174722454450424,0.031752648399968636,0.015678279782829596,-1.4897610308248745,-1.6787918009730405,-0.18903077014816594,-0.13830262898368928,0.5246288130018945,0.4347558298251539,-0.08987298317674053,-0.048486760882629265
D015,Thoracic Surgery Data,random_forest,C5,0.6173540067325688,0.9094402079457155,0.29208620121314666,0.3705315547718565,0.2209085752666258,0.7705249970706077,0.549616421803982,0.720383674086518,0.5872325252452971,0.7652992150793104,0.1780666898340133,0.20384029056658548,0.3043863460652306,0.45152030871208954,0.14713396264685896,0.11648034675273666,0.1899945761445356,0.15706876897798952,-0.032925807166546084,-0.07920870270010463,-1.4897610308248745,-4.7034824028683415,-3.2137213720434668,-3.213000105386902,0.5246288130018945,3.64505942799216,3.1204306149902656,2.8416544948439895
D016,Haberman's Survival,gradient_boosted_trees,C2,0.6431948282650146,0.6853360768175583,0.04214124855254364,0.03304422997425305,0.39736153492872894,0.42429050691855386,0.026928971989824912,0.023519886737194295,0.5992049328835674,0.6666666666666667,0.06746173378309939,0.05798395669513956,0.43970961483139864,0.5139802631578947,0.07427064832649605,0.07540785409818296,0.2316845128753902,0.21657879823854187,-0.015105714636848316,-0.0165726337393321,-0.9163889628651867,-0.938554224867121,-0.02216526200193436,0.06018998539779963,0.523409281828602,0.7423826496122674,0.21897336778366538,0.21701017712525672
