"fitted","normalized_residual","dataset_id","condition","model"
-0.0127356364838881,0.431969584732943,"D002","C2","random_forest"
-0.00959994992355387,0.280321529283165,"D002","C3","random_forest"
-0.011119606569103,0.395836686677003,"D002","C3","random_forest"
-0.0121978201180974,0.419653765182821,"D002","C3","random_forest"
0.00186056225513264,-0.0528022982204902,"D002","C4","random_forest"
-0.00530982471431071,0.190042792135113,"D002","C4","random_forest"
-0.0103972952324901,0.35216347817047,"D002","C4","random_forest"
0.0267118821681853,-0.886310675897159,"D002","C5","random_forest"
0.0300969902309824,-0.986619110185914,"D002","C5","random_forest"
0.0324987626239818,-1.08617632313645,"D002","C5","random_forest"
0.0277941488686024,0.379985898826016,"D003","C2","gradient_boosted_trees"
0.0231840542106642,-0.803532682384702,"D003","C2","gradient_boosted_trees"
0.0199494739776134,-0.505119044829431,"D003","C2","gradient_boosted_trees"
0.00982732810939882,0.548442691303285,"D003","C3","gradient_boosted_trees"
0.00831193775280956,-1.33197945060701,"D003","C3","gradient_boosted_trees"
0.00724869457528843,0.325733801920818,"D003","C3","gradient_boosted_trees"
0.0176183669630776,0.854425062607251,"D003","C4","gradient_boosted_trees"
0.0104681101611002,-0.753720607827457,"D003","C4","gradient_boosted_trees"
0.00545127622839808,-0.0449691374122602,"D003","C4","gradient_boosted_trees"
0.0918280244494263,1.3340732604747,"D003","C5","gradient_boosted_trees"
0.0952036291489481,1.0472973579301,"D003","C5","gradient_boosted_trees"
0.0975720543214911,2.19238496851354,"D003","C5","gradient_boosted_trees"
0.0247231001949981,0.228489803427968,"D003","C2","logistic_regression"
0.0201130055370599,-0.577804032444173,"D003","C2","logistic_regression"
0.0168784253040091,-0.33843788077052,"D003","C2","logistic_regression"
0.0126575964201189,0.267482369062028,"D003","C3","logistic_regression"
0.0111422060635297,-0.302420740264212,"D003","C3","logistic_regression"
0.0100789628860085,-0.273201900185176,"D003","C3","logistic_regression"
0.023263707370378,0.638260888635595,"D003","C4","logistic_regression"
0.0161134505684006,-0.126899160839383,"D003","C4","logistic_regression"
0.0110966166356985,-0.209137303208317,"D003","C4","logistic_regression"
0.0416305078938371,0.277863141926695,"D003","C5","logistic_regression"
0.045006112593359,-1.18831200983976,"D003","C5","logistic_regression"
0.047374537765902,-1.18340241317884,"D003","C5","logistic_regression"
0.0211475343022789,-0.597295613787238,"D003","C2","random_forest"
0.0165374396443407,-0.182188368104958,"D003","C2","random_forest"
0.0133028594112899,-0.456320930331518,"D003","C2","random_forest"
0.00715859644422401,-0.00558923078606992,"D003","C3","random_forest"
0.00564320608763475,-0.347413262404381,"D003","C3","random_forest"
0.00457996291011362,-0.326210126074642,"D003","C3","random_forest"
0.0137644550144779,0.114090814135349,"D003","C4","random_forest"
0.00661419821250052,0.152443881289127,"D003","C4","random_forest"
0.00159736427979843,0.1879974312745,"D003","C4","random_forest"
0.0806986490099503,0.696351658007222,"D003","C5","random_forest"
0.0840742537094722,0.663485985457945,"D003","C5","random_forest"
0.0864426788820152,1.04431706110706,"D003","C5","random_forest"
0.0193134824901729,-0.169915032935055,"D005","C2","gradient_boosted_trees"
0.0160709277293622,-0.0663922415131951,"D005","C2","gradient_boosted_trees"
0.00730267785815088,-0.132576679680232,"D005","C3","gradient_boosted_trees"
0.00623681336298609,-0.446907890137865,"D005","C3","gradient_boosted_trees"
0.0135666131238261,0.319348501933244,"D005","C4","gradient_boosted_trees"
0.00853741069858992,-0.35802077100147,"D005","C4","gradient_boosted_trees"
0.0102392591345379,0.387798707340742,"D005","C5","gradient_boosted_trees"
0.0126135234178541,-0.310315097491831,"D005","C5","gradient_boosted_trees"
0.0162424338165687,-0.641662391454161,"D005","C2","logistic_regression"
0.0129998790557579,-0.0120494369598537,"D005","C2","logistic_regression"
0.010132946168871,-0.356633405298071,"D005","C3","logistic_regression"
0.0090670816737062,-0.043865564854036,"D005","C3","logistic_regression"
0.0192119535311266,-0.562518044429595,"D005","C4","logistic_regression"
0.0141827511058904,-0.331712614309168,"D005","C4","logistic_regression"
-0.0399582574210513,1.59234593642556,"D005","C5","logistic_regression"
-0.037583993137735,1.67971592248125,"D005","C5","logistic_regression"
0.0126668679238494,0.0684343480508175,"D005","C2","random_forest"
