dataset_id,dataset_name,model,condition,delta_AUROC,sample_fraction,analysis_rows,analysis_predictors,minority_count,missing_predictor_cells,rows_in_analysis_frame,display_index,minority_prevalence,missingness_rate,feature_to_sample_ratio,log_sample_size,log_feature_to_sample_ratio,z_log_sample_size,z_log_feature_to_sample_ratio,z_minority_prevalence,z_missingness_rate
D001,Breast Cancer Wisconsin Diagnostic,gradient_boosted_trees,C5,0.0051238841781616,1.0,569,30,212,0,569.0,Dataset 01,0.37258347978910367,0.0,0.05272407732864675,6.343880434126331,-2.9426830524641754,0.4068606511862596,0.4945066539865988,0.5046721465823615,-0.5956564979686924
D001,Breast Cancer Wisconsin Diagnostic,logistic_regression,C2,5.898229514034181e-05,0.5,569,30,212,0,285.0,Dataset 01,0.37258347978910367,0.0,0.10526315789473684,5.652489180268651,-2.2512917986064953,-0.8594760834891552,1.3153786537458487,0.5046721465823615,-0.5956564979686924
D001,Breast Cancer Wisconsin Diagnostic,logistic_regression,C2,-0.0016285497958076,0.75,569,30,212,0,427.0,Dataset 01,0.37258347978910367,0.0,0.0702576112412178,6.056784013228625,-2.6555866315664693,-0.11897872289907849,0.8353692434843463,0.5046721465823615,-0.5956564979686924
D001,Breast Cancer Wisconsin Diagnostic,logistic_regression,C2,-0.0004783288061522,1.0,569,30,212,0,569.0,Dataset 01,0.37258347978910367,0.0,0.05272407732864675,6.343880434126331,-2.9426830524641754,0.4068606511862596,0.4945066539865988,0.5046721465823615,-0.5956564979686924
D001,Breast Cancer Wisconsin Diagnostic,logistic_regression,C3,-0.0014565276999075,0.5,569,30,212,0,285.0,Dataset 01,0.37258347978910367,0.0,0.10526315789473684,5.652489180268651,-2.2512917986064953,-0.8594760834891552,1.3153786537458487,0.5046721465823615,-0.5956564979686924
D001,Breast Cancer Wisconsin Diagnostic,logistic_regression,C3,-0.0014482067291661,0.75,569,30,212,0,427.0,Dataset 01,0.37258347978910367,0.0,0.0702576112412178,6.056784013228625,-2.6555866315664693,-0.11897872289907849,0.8353692434843463,0.5046721465823615,-0.5956564979686924
D001,Breast Cancer Wisconsin Diagnostic,logistic_regression,C3,-0.0010816828131736,1.0,569,30,212,0,569.0,Dataset 01,0.37258347978910367,0.0,0.05272407732864675,6.343880434126331,-2.9426830524641754,0.4068606511862596,0.4945066539865988,0.5046721465823615,-0.5956564979686924
D001,Breast Cancer Wisconsin Diagnostic,logistic_regression,C4,-0.0110550186047838,0.5,569,30,212,0,285.0,Dataset 01,0.37258347978910367,0.0,0.10526315789473684,5.652489180268651,-2.2512917986064953,-0.8594760834891552,1.3153786537458487,0.5046721465823615,-0.5956564979686924
D001,Breast Cancer Wisconsin Diagnostic,logistic_regression,C4,-0.0055313770946707,0.75,569,30,212,0,427.0,Dataset 01,0.37258347978910367,0.0,0.0702576112412178,6.056784013228625,-2.6555866315664693,-0.11897872289907849,0.8353692434843463,0.5046721465823615,-0.5956564979686924
D001,Breast Cancer Wisconsin Diagnostic,logistic_regression,C4,-0.0049106785038035,1.0,569,30,212,0,569.0,Dataset 01,0.37258347978910367,0.0,0.05272407732864675,6.343880434126331,-2.9426830524641754,0.4068606511862596,0.4945066539865988,0.5046721465823615,-0.5956564979686924
D001,Breast Cancer Wisconsin Diagnostic,logistic_regression,C5,0.0020662732558868,0.5,569,30,212,0,285.0,Dataset 01,0.37258347978910367,0.0,0.10526315789473684,5.652489180268651,-2.2512917986064953,-0.8594760834891552,1.3153786537458487,0.5046721465823615,-0.5956564979686924
